file_path,last_folder
data_mono\1023\3\5_3_0_SZZD07S__07-04-21-05-15-38.wav,3
data_mono\1007\0\1_0_0_MMMD06L__02-04-21-06-56-53.wav,0
data_mono\1017\2\3_2_0_okzd12r__06-04-21-10-54-33.wav,2
data_mono\1051\1\2_1_0_mvmd02n__18-04-21-10-05-04.wav,1
data_mono\1046\1\2_1_0_mvmd31n__17-04-21-08-38-15.wav,1
data_mono\1003\3\5_3_1_SZZK12S__07-03-21-10-12-53.wav,3
data_mono\1015\3\5_3_0_SZZD10S__23-04-21-12-28-17.wav,3
data_mono\1049\2\3_2_1_okzk30r__15-04-21-01-03-22.wav,2
data_mono\0003\0\1_0_0_MMMD29L__28-02-21-04-20-40.wav,0
data_mono\1004\2\3_2_0_okzd18r__15-03-21-06-31-03.wav,2
data_mono\0001\1\2_1_1_mvmk16n__24-02-21-02-34-20.wav,1
data_mono\0003\2\3_2_1_okzk26r__28-02-21-03-50-09.wav,2
data_mono\1023\0\1_0_1_MMMK29L__07-04-21-07-29-39.wav,0
data_mono\1005\0\1_0_1_MMMK07L__30-03-21-02-53-13.wav,0
data_mono\1007\0\1_0_1_MMMK15L__02-04-21-07-20-05.wav,0
data_mono\1038\3\5_3_0_SZZD31S__20-04-21-10-12-03.wav,3
data_mono\1062\1\2_1_0_mvmd31n__07-05-21-10-30-41.wav,1
data_mono\1014\4\4_4_1_SKMK22T__05-04-21-09-15-36.wav,4
data_mono\1017\3\5_3_0_SZZD14S__06-04-21-11-46-18.wav,3
data_mono\1005\1\2_1_0_mvmd01n__17-03-21-12-08-48.wav,1
data_mono\1014\0\1_0_0_MMMD07L__11-04-21-08-42-55.wav,0
data_mono\1027\3\5_3_1_SZZK19S__28-04-21-01-49-24.wav,3
data_mono\1047\1\2_1_0_mvmd28n__18-04-21-11-57-30.wav,1
data_mono\1045\2\3_2_0_okzd30r__16-04-21-09-12-53.wav,2
data_mono\0006\2\3_2_1_okzk05r__01-03-21-09-57-27.wav,2
data_mono\1027\1\2_1_0_mvmd22n__08-04-21-05-10-59.wav,1
data_mono\1039\4\4_4_0_SKMD09T__18-04-21-06-18-06.wav,4
data_mono\1027\4\4_4_0_SKMD27T__28-04-21-02-14-20.wav,4
data_mono\1060\1\2_1_1_mvmk11n__03-05-21-09-37-15.wav,1
data_mono\1057\1\2_1_1_mvmk06n__28-04-21-02-04-42.wav,1
data_mono\1011\2\3_2_0_okzd28r__04-04-21-03-45-54.wav,2
data_mono\1040\2\3_2_0_okzd10r__15-04-21-08-28-44.wav,2
data_mono\1007\2\3_2_1_okzk19r__02-04-21-04-23-49.wav,2
data_mono\1003\2\3_2_1_okzk28r__07-03-21-09-45-54.wav,2
data_mono\1013\1\2_1_0_mvmd11n__05-04-21-03-51-01.wav,1
data_mono\1051\1\2_1_0_mvmd21n__18-04-21-10-13-33.wav,1
data_mono\1047\1\2_1_1_mvmk11n__18-04-21-11-59-44.wav,1
data_mono\1060\1\2_1_1_mvmk25n__03-05-21-09-40-15.wav,1
data_mono\1015\1\2_1_1_mvmk04n__05-04-21-10-22-44.wav,1
data_mono\1007\4\4_4_1_SKMK29T__03-04-21-10-45-49.wav,4
data_mono\1038\1\2_1_0_mvmd13n__15-04-21-03-53-53.wav,1
data_mono\1023\4\4_4_0_SKMD20T__07-04-21-07-37-13.wav,4
data_mono\1016\4\4_4_0_SKMD30T__29-04-21-05-42-08.wav,4
data_mono\1057\0\1_0_0_MMMD11L__30-04-21-02-06-47.wav,0
data_mono\1019\1\2_1_1_mvmk26n__06-04-21-10-38-57.wav,1
data_mono\1009\4\4_4_1_SKMK06T__27-04-21-07-22-00.wav,4
data_mono\0006\4\4_4_0_SKMD29T__01-03-21-10-47-53.wav,4
data_mono\1034\1\2_1_1_mvmk02n__12-04-21-02-33-46.wav,1
data_mono\1044\1\2_1_1_mvmk22n__19-04-21-10-12-18.wav,1
data_mono\1044\3\5_3_1_SZZK22S__04-05-21-06-43-24.wav,3
data_mono\1003\0\1_0_0_MMMD20L__07-03-21-09-52-10.wav,0
data_mono\1007\2\3_2_0_okzd31r__02-04-21-04-19-29.wav,2
data_mono\1045\4\4_4_1_SKMK22T__16-04-21-10-19-25.wav,4
data_mono\1049\1\2_1_0_mvmd10n__06-04-21-10-41-02.wav,1
data_mono\1061\1\2_1_0_mvmd23n__04-05-21-11-20-13.wav,1
data_mono\1011\2\3_2_0_okzd14r__04-04-21-03-42-33.wav,2
data_mono\1033\1\2_1_0_mvmd25n__10-04-21-11-11-15.wav,1
data_mono\1062\2\3_2_1_okzk23r__07-05-21-10-49-06.wav,2
data_mono\1012\3\5_3_0_SZZD05S__04-04-21-06-34-48.wav,3
data_mono\1045\2\3_2_0_okzd11r__16-04-21-09-17-08.wav,2
data_mono\1005\2\3_2_1_okzk15r__30-03-21-02-08-19.wav,2
data_mono\1050\1\2_1_0_mvmd30n__18-04-21-02-24-48.wav,1
data_mono\1003\3\5_3_1_SZZK21S__07-03-21-10-15-12.wav,3
data_mono\1058\4\4_4_1_SKMK18T__28-04-21-10-18-19.wav,4
data_mono\1004\3\5_3_0_SZZD23S__15-03-21-06-53-54.wav,3
data_mono\1015\0\1_0_0_MMMD12L__23-04-21-12-12-43.wav,0
data_mono\1006\0\1_0_0_MMMD22L__05-05-21-11-06-01.wav,0
data_mono\1005\1\2_1_1_mvmk26n__17-03-21-12-29-44.wav,1
data_mono\1027\3\5_3_1_SZZK09S__28-04-21-01-47-40.wav,3
data_mono\1054\1\2_1_0_mvmd29n__22-04-21-01-31-52.wav,1
data_mono\1012\1\2_1_1_mvmk02n__04-04-21-05-49-34.wav,1
data_mono\1026\1\2_1_0_mvmd27n__08-04-21-03-31-57.wav,1
data_mono\0005\3\5_3_1_SZZK05S__01-03-21-11-25-35.wav,3
data_mono\1060\4\4_4_0_SKMD02T__03-05-21-10-19-06.wav,4
data_mono\0003\2\3_2_0_okzd07r__28-02-21-03-36-09.wav,2
data_mono\1057\0\1_0_0_MMMD01L__30-04-21-02-04-18.wav,0
data_mono\1058\4\4_4_0_SKMD09T__28-04-21-10-06-27.wav,4
data_mono\1017\3\5_3_0_SZZD31S__06-04-21-11-54-12.wav,3
data_mono\1005\4\4_4_1_SKMK26T__30-03-21-02-44-15.wav,4
data_mono\1057\3\5_3_1_SZZK20S__28-04-21-02-40-28.wav,3
data_mono\1015\3\5_3_1_SZZK09S__23-04-21-12-36-34.wav,3
data_mono\1051\1\2_1_1_mvmk28n__18-04-21-10-24-04.wav,1
data_mono\1012\3\5_3_1_SZZK09S__04-04-21-06-43-37.wav,3
data_mono\1036\2\3_2_1_okzk30r__13-04-21-12-44-28.wav,2
data_mono\1014\1\2_1_1_mvmk30n__05-04-21-08-34-35.wav,1
data_mono\0006\4\4_4_0_SKMD26T__01-03-21-10-24-43.wav,4
data_mono\0003\3\5_3_0_SZZD02S__28-02-21-09-43-32.wav,3
data_mono\1004\2\3_2_1_okzk10r__15-03-21-06-38-53.wav,2
data_mono\1013\1\2_1_1_mvmk08n__05-04-21-04-14-59.wav,1
data_mono\1024\1\2_1_0_mvmd04n__07-04-21-04-27-15.wav,1
data_mono\1060\3\5_3_1_SZZK23S__03-05-21-10-17-12.wav,3
data_mono\1004\0\1_0_0_MMMD27L__21-04-21-03-23-01.wav,0
data_mono\1036\3\5_3_0_SZZD18S__13-04-21-01-19-02.wav,3
data_mono\0006\4\4_4_0_SKMD25T__01-03-21-10-24-24.wav,4
data_mono\0002\2\3_2_1_okzk23r__25-02-21-02-31-24.wav,2
data_mono\1025\1\2_1_0_mvmd02n__08-04-21-10-04-26.wav,1
data_mono\1045\0\1_0_0_MMMD08L__16-04-21-09-37-26.wav,0
data_mono\1060\2\3_2_0_okzd10r__03-05-21-09-47-43.wav,2
data_mono\0003\3\5_3_0_SZZD15S__28-02-21-09-47-41.wav,3
data_mono\1034\3\5_3_0_SZZD05S__16-04-21-11-46-57.wav,3
data_mono\1027\4\4_4_1_SKMK14T__28-04-21-02-17-45.wav,4
data_mono\1058\1\2_1_0_mvmd32n__28-04-21-05-53-26.wav,1
data_mono\1016\3\5_3_0_SZZD13S__09-04-21-03-46-54.wav,3
data_mono\1028\1\2_1_1_mvmk07n__09-04-21-06-41-21.wav,1
data_mono\0003\2\3_2_1_okzk24r__28-02-21-03-49-38.wav,2
data_mono\1028\1\2_1_1_mvmk29n__09-04-21-08-52-01.wav,1
data_mono\1006\2\3_2_0_okzd02r__15-04-21-05-59-25.wav,2
data_mono\1036\3\5_3_1_SZZK22S__13-04-21-01-27-13.wav,3
data_mono\1051\1\2_1_1_mvmk25n__18-04-21-10-23-09.wav,1
data_mono\1009\1\2_1_0_mvmd32n__03-04-21-12-04-34.wav,1
data_mono\1054\1\2_1_0_mvmd12n__22-04-21-01-20-46.wav,1
data_mono\1030\2\3_2_0_okzd13r__09-04-21-08-31-58.wav,2
data_mono\1061\1\2_1_0_mvmd06n__04-05-21-11-14-24.wav,1
data_mono\1045\2\3_2_0_okzd10r__16-04-21-09-07-08.wav,2
data_mono\1057\4\4_4_0_SKMD31T__28-04-21-02-52-34.wav,4
data_mono\1006\2\3_2_0_okzd20r__15-04-21-06-04-02.wav,2
data_mono\1015\4\4_4_1_SKMK06T__05-04-21-11-00-50.wav,4
data_mono\0002\0\1_0_1_MMMK14L__25-02-21-03-14-20.wav,0
data_mono\1030\0\1_0_1_MMMK10L__09-04-21-09-19-29.wav,0
data_mono\1045\2\3_2_0_okzd18r__16-04-21-09-19-08.wav,2
data_mono\1024\4\4_4_1_SKMK05T__07-04-21-05-10-58.wav,4
data_mono\1010\1\2_1_1_mvmk21n__04-04-21-04-46-08.wav,1
data_mono\1003\2\3_2_0_okzd13r__07-03-21-09-35-03.wav,2
data_mono\1034\0\1_0_1_MMMK28L__16-04-21-11-44-17.wav,0
data_mono\1011\4\4_4_0_SKMD04T__06-04-21-10-27-47.wav,4
data_mono\1015\2\3_2_1_okzk15r__05-04-21-10-44-35.wav,2
data_mono\1005\1\2_1_0_mvmd09n__17-03-21-12-19-25.wav,1
data_mono\1024\4\4_4_0_SKMD07T__07-04-21-05-03-02.wav,4
data_mono\1023\3\5_3_1_SZZK09S__07-04-21-05-24-45.wav,3
data_mono\1005\3\5_3_0_SZZD17S__30-03-21-02-16-48.wav,3
data_mono\0001\2\3_2_1_okzk26r__25-02-21-10-28-44.wav,2
data_mono\1006\4\4_4_1_SKMK21T__15-04-21-06-25-35.wav,4
data_mono\1016\0\1_0_0_MMMD12L__29-04-21-03-05-56.wav,0
data_mono\1005\3\5_3_1_SZZK17S__30-03-21-02-24-00.wav,3
data_mono\1062\1\2_1_0_mvmd25n__07-05-21-10-29-17.wav,1
data_mono\1014\1\2_1_1_mvmk17n__05-04-21-08-31-59.wav,1
data_mono\1015\3\5_3_0_SZZD04S__23-04-21-12-26-43.wav,3
data_mono\0001\3\5_3_1_SZZK03S__25-02-21-11-33-39.wav,3
data_mono\1024\1\2_1_1_mvmk27n__07-04-21-04-41-57.wav,1
data_mono\1016\3\5_3_1_SZZK25S__11-04-21-01-11-45.wav,3
data_mono\1049\1\2_1_1_mvmk15n__06-04-21-10-53-26.wav,1
data_mono\1057\4\4_4_1_SKMK09T__28-04-21-02-54-50.wav,4
data_mono\0005\1\2_1_0_mvmd17n__01-03-21-10-40-54.wav,1
data_mono\1005\4\4_4_0_SKMD25T__30-03-21-02-36-41.wav,4
data_mono\1054\1\2_1_0_mvmd24n__22-04-21-01-27-16.wav,1
data_mono\1040\1\2_1_0_mvmd31n__15-04-21-08-16-12.wav,1
data_mono\1005\2\3_2_0_okzd32r__30-03-21-02-05-55.wav,2
data_mono\0003\0\1_0_0_MMMD07L__28-02-21-04-14-21.wav,0
data_mono\1057\0\1_0_0_MMMD32L__30-04-21-02-11-23.wav,0
data_mono\1004\2\3_2_0_okzd16r__15-03-21-06-30-06.wav,2
data_mono\1011\2\3_2_0_okzd02r__04-04-21-03-39-10.wav,2
data_mono\1053\4\4_4_1_SKMK20T__19-04-21-08-02-20.wav,4
data_mono\0001\3\5_3_0_SZZD24S__25-02-21-10-56-16.wav,3
data_mono\1051\1\2_1_1_mvmk13n__18-04-21-10-20-28.wav,1
data_mono\1039\4\4_4_1_SKMK01T__19-04-21-05-50-06.wav,4
data_mono\1030\2\3_2_1_okzk07r__09-04-21-08-46-33.wav,2
data_mono\1006\0\1_0_0_MMMD19L__05-05-21-11-05-24.wav,0
data_mono\1051\3\5_3_0_SZZD25S__21-04-21-05-51-58.wav,3
data_mono\1011\2\3_2_1_okzk04r__04-04-21-03-47-17.wav,2
data_mono\1017\1\2_1_0_mvmd22n__06-04-21-09-10-28.wav,1
data_mono\1049\2\3_2_0_okzd06r__08-04-21-06-12-41.wav,2
data_mono\1005\3\5_3_0_SZZD01S__30-03-21-02-12-17.wav,3
data_mono\0006\4\4_4_1_SKMK06T__01-03-21-10-27-12.wav,4
data_mono\1043\1\2_1_0_mvmd30n__15-04-21-10-21-32.wav,1
data_mono\1027\1\2_1_0_mvmd30n__08-04-21-05-13-32.wav,1
data_mono\1038\3\5_3_0_SZZD30S__20-04-21-10-11-52.wav,3
data_mono\1027\4\4_4_0_SKMD09T__28-04-21-02-10-42.wav,4
data_mono\1008\4\4_4_0_SKMD29T__03-04-21-01-32-26.wav,4
data_mono\1051\4\4_4_0_SKMD30T__21-04-21-05-34-35.wav,4
data_mono\0005\1\2_1_1_mvmk15n__01-03-21-10-48-25.wav,1
data_mono\1017\0\1_0_0_MMMD17L__06-04-21-11-22-12.wav,0
data_mono\1027\0\1_0_0_MMMD04L__28-04-21-01-27-31.wav,0
data_mono\1062\0\1_0_0_MMMD02L__07-05-21-10-51-07.wav,0
data_mono\0003\3\5_3_1_SZZK08S__28-02-21-09-53-30.wav,3
data_mono\0003\1\2_1_0_mvmd30n__28-02-21-03-25-07.wav,1
data_mono\0005\3\5_3_1_SZZK11S__01-03-21-11-26-48.wav,3
data_mono\1003\4\4_4_0_SKMD16T__07-03-21-10-42-06.wav,4
data_mono\1039\1\2_1_0_mvmd15n__15-04-21-05-33-39.wav,1
data_mono\1044\2\3_2_0_okzd03r__19-04-21-10-19-31.wav,2
data_mono\1011\4\4_4_0_SKMD20T__15-04-21-06-24-22.wav,4
data_mono\1016\0\1_0_1_MMMK16L__29-04-21-04-22-32.wav,0
data_mono\1057\4\4_4_1_SKMK17T__28-04-21-02-56-42.wav,4
data_mono\1003\1\2_1_0_mvmd25n__07-03-21-09-19-39.wav,1
data_mono\1012\0\1_0_1_MMMK05L__04-04-21-06-55-49.wav,0
data_mono\0006\2\3_2_0_okzd22r__01-03-21-09-54-28.wav,2
data_mono\0002\4\4_4_0_SKMD18T__25-02-21-04-21-25.wav,4
data_mono\1047\1\2_1_1_mvmk02n__18-04-21-11-58-30.wav,1
data_mono\1016\3\5_3_0_SZZD20S__09-04-21-04-00-46.wav,3
data_mono\1008\4\4_4_0_SKMD05T__03-04-21-01-27-06.wav,4
data_mono\1043\1\2_1_1_mvmk14n__15-04-21-10-25-21.wav,1
data_mono\1014\2\3_2_0_okzd10r__05-04-21-08-37-51.wav,2
data_mono\1028\1\2_1_1_mvmk01n__09-04-21-06-35-32.wav,1
data_mono\0002\2\3_2_0_okzd18r__25-02-21-02-18-49.wav,2
data_mono\1045\0\1_0_1_MMMK15L__16-04-21-09-47-46.wav,0
data_mono\1017\1\2_1_0_mvmd07n__06-04-21-09-03-44.wav,1
data_mono\1039\2\3_2_1_okzk11r__17-04-21-11-03-47.wav,2
data_mono\1003\1\2_1_0_mvmd13n__07-03-21-09-14-30.wav,1
data_mono\1024\0\1_0_0_MMMD16L__07-04-21-06-45-12.wav,0
data_mono\1053\0\1_0_1_MMMK26L__19-04-21-08-21-40.wav,0
data_mono\1016\0\1_0_0_MMMD11L__29-04-21-03-05-43.wav,0
data_mono\0003\0\1_0_1_MMMK23L__28-02-21-04-25-14.wav,0
data_mono\0006\4\4_4_0_SKMD24T__01-03-21-10-46-05.wav,4
data_mono\1019\2\3_2_1_okzk09r__21-04-21-11-53-09.wav,2
data_mono\0005\0\1_0_1_MMMK06L__01-03-21-06-22-55.wav,0
data_mono\1012\2\3_2_1_okzk26r__04-04-21-06-12-11.wav,2
data_mono\0002\0\1_0_0_MMMD18L__25-02-21-02-52-25.wav,0
data_mono\1005\3\5_3_0_SZZD15S__30-03-21-02-16-17.wav,3
data_mono\1009\1\2_1_0_mvmd07n__03-04-21-11-40-38.wav,1
data_mono\1050\1\2_1_1_mvmk29n__18-04-21-02-32-35.wav,1
data_mono\1016\3\5_3_0_SZZD31S__11-04-21-12-51-01.wav,3
data_mono\0003\4\4_4_1_SKMK11T__28-02-21-04-05-26.wav,4
data_mono\0003\1\2_1_1_mvmk06n__28-02-21-03-26-23.wav,1
data_mono\1060\1\2_1_0_mvmd28n__03-05-21-09-34-54.wav,1
data_mono\1045\4\4_4_1_SKMK18T__16-04-21-10-18-17.wav,4
data_mono\1004\3\5_3_0_SZZD29S__15-03-21-06-55-30.wav,3
data_mono\1014\4\4_4_0_SKMD01T__05-04-21-09-03-29.wav,4
data_mono\1058\4\4_4_0_SKMD26T__28-04-21-10-13-05.wav,4
data_mono\1051\1\2_1_1_mvmk23n__18-04-21-10-22-44.wav,1
data_mono\1045\0\1_0_1_MMMK21L__16-04-21-09-49-19.wav,0
data_mono\1049\2\3_2_0_okzd24r__15-04-21-12-54-28.wav,2
data_mono\1038\2\3_2_0_okzd32r__16-04-21-11-58-21.wav,2
data_mono\1053\2\3_2_0_okzd09r__19-04-21-01-23-31.wav,2
data_mono\1038\1\2_1_0_mvmd09n__15-04-21-03-52-59.wav,1
data_mono\0006\0\1_0_0_MMMD28L__01-03-21-10-09-31.wav,0
data_mono\1004\4\4_4_1_SKMK25T__15-03-21-07-25-50.wav,4
data_mono\1031\1\2_1_0_mvmd25n__10-04-21-02-50-54.wav,1
data_mono\1009\2\3_2_0_okzd03r__03-04-21-12-11-36.wav,2
data_mono\1046\1\2_1_0_mvmd03n__17-04-21-08-30-46.wav,1
data_mono\1008\0\1_0_1_MMMK09L__03-04-21-12-51-16.wav,0
data_mono\1004\3\5_3_1_SZZK14S__15-03-21-06-59-21.wav,3
data_mono\0003\4\4_4_1_SKMK25T__28-02-21-04-09-22.wav,4
data_mono\1044\1\2_1_0_mvmd10n__16-04-21-09-00-54.wav,1
data_mono\0006\4\4_4_1_SKMK16T__01-03-21-10-29-47.wav,4
data_mono\1027\4\4_4_1_SKMK30T__28-04-21-02-20-35.wav,4
data_mono\1049\1\2_1_1_mvmk06n__06-04-21-10-51-30.wav,1
data_mono\1032\1\2_1_1_mvmk18n__10-04-21-08-14-37.wav,1
data_mono\1025\1\2_1_0_mvmd22n__08-04-21-10-12-33.wav,1
data_mono\1057\2\3_2_1_okzk26r__28-04-21-02-25-44.wav,2
data_mono\1031\2\3_2_0_okzd10r__10-04-21-03-06-20.wav,2
data_mono\1027\2\3_2_0_okzd16r__08-04-21-05-55-17.wav,2
data_mono\1026\1\2_1_0_mvmd08n__08-04-21-03-25-16.wav,1
data_mono\1026\1\2_1_0_mvmd13n__08-04-21-03-26-57.wav,1
data_mono\1057\1\2_1_0_mvmd18n__28-04-21-01-59-08.wav,1
data_mono\1040\1\2_1_0_mvmd28n__15-04-21-08-15-11.wav,1
data_mono\1003\0\1_0_0_MMMD16L__07-03-21-09-51-16.wav,0
data_mono\1017\1\2_1_0_mvmd02n__06-04-21-08-58-24.wav,1
data_mono\1060\4\4_4_1_SKMK20T__03-05-21-10-30-23.wav,4
data_mono\1057\3\5_3_1_SZZK23S__28-04-21-02-41-12.wav,3
data_mono\1027\3\5_3_1_SZZK14S__28-04-21-01-48-33.wav,3
data_mono\1027\1\2_1_1_mvmk10n__08-04-21-05-16-24.wav,1
data_mono\1058\4\4_4_1_SKMK10T__28-04-21-10-16-52.wav,4
data_mono\1027\4\4_4_1_SKMK28T__28-04-21-02-20-15.wav,4
data_mono\1053\0\1_0_0_MMMD06L__19-04-21-08-10-49.wav,0
data_mono\1036\3\5_3_0_SZZD09S__13-04-21-01-17-01.wav,3
data_mono\0002\4\4_4_1_SKMK13T__25-02-21-04-32-03.wav,4
data_mono\1060\1\2_1_0_mvmd11n__03-05-21-09-30-36.wav,1
data_mono\1036\2\3_2_0_okzd32r__13-04-21-12-38-38.wav,2
data_mono\1011\1\2_1_1_mvmk26n__04-04-21-03-37-17.wav,1
data_mono\1007\4\4_4_0_SKMD07T__03-04-21-09-57-13.wav,4
data_mono\0005\0\1_0_0_MMMD24L__01-03-21-06-20-57.wav,0
data_mono\1043\1\2_1_1_mvmk06n__15-04-21-10-23-31.wav,1
data_mono\1024\1\2_1_1_mvmk24n__07-04-21-04-41-07.wav,1
data_mono\1045\0\1_0_1_MMMK19L__16-04-21-09-48-53.wav,0
data_mono\1062\2\3_2_1_okzk17r__07-05-21-10-48-01.wav,2
data_mono\1049\2\3_2_0_okzd14r__15-04-21-12-51-38.wav,2
data_mono\1013\1\2_1_0_mvmd16n__05-04-21-03-52-24.wav,1
data_mono\1007\4\4_4_1_SKMK07T__03-04-21-10-38-31.wav,4
data_mono\1024\1\2_1_0_mvmd32n__07-04-21-04-35-59.wav,1
